property_type,price,location,city,baths,purpose,bedrooms,area_m2,Cluster
House,18000000,DHA Defence,Lahore,4,For Sale,3,126.0,Large Luxury Properties
House,4800000,Tajpura,Lahore,3,For Sale,3,76.0,Large Luxury Properties
House,21000,Bahria Town Rawalpindi,Rawalpindi,2,For Rent,2,89.0,Large Luxury Properties
House,22500000,Azadi Chowk,Lahore,4,For Sale,5,228.0,Large Luxury Properties
House,8000000,Eden Gardens,Faisalabad,4,For Sale,4,126.0,Large Luxury Properties
Flat,90000,Clifton,Karachi,1,For Rent,3,225.0,Medium Affordable Properties
House,72000,DHA Defence,Islamabad,6,For Rent,5,253.0,Large Luxury Properties
House,10000000,Shadbagh,Lahore,2,For Sale,4,76.0,Large Luxury Properties
House,4450000,Ferozepur Road,Lahore,4,For Sale,3,63.0,Large Luxury Properties
House,3500000,Shadab Colony,Faisalabad,2,For Sale,4,76.0,Large Luxury Properties
Flat,8500000,North Nazimabad,Karachi,3,For Sale,3,149.0,Medium Affordable Properties
Flat,40000,DHA Defence,Islamabad,2,For Rent,2,152.0,Medium Affordable Properties
House,12500000,Beacon House Society,Lahore,3,For Sale,3,253.0,Large Luxury Properties
House,17500000,Chaklala Scheme,Rawalpindi,4,For Sale,4,126.0,Large Luxury Properties
Flat,35000,Bahria Town Karachi,Karachi,4,For Rent,3,253.0,Medium Affordable Properties
Flat,6500000,Bahria Town Karachi,Karachi,2,For Sale,2,106.0,Medium Affordable Properties
Flat,4500000,Federal B Area,Karachi,3,For Sale,3,111.0,Medium Affordable Properties
House,4200000,Alfalah Town,Lahore,2,For Sale,2,51.0,Large Luxury Properties
House,9999000,Shershah Colony - Ichra,Lahore,2,For Sale,1,101.0,Large Luxury Properties
Upper Portion,60000,I-8,Islamabad,3,For Rent,3,314.0,Cheap Affordable Properties
House,175000,Bahria Town Rawalpindi,Rawalpindi,6,For Rent,5,253.0,Large Luxury Properties
Upper Portion,45000,G-15,Islamabad,4,For Rent,4,303.0,Cheap Affordable Properties
House,14500000,I-10,Islamabad,3,For Sale,3,169.0,Large Luxury Properties
House,3500000,Korangi,Karachi,2,For Sale,3,61.0,Large Luxury Properties
House,20000000,Satellite Town,Rawalpindi,4,For Sale,5,126.0,Large Luxury Properties
Flat,5700000,E-11,Islamabad,2,For Sale,2,180.0,Medium Affordable Properties
Upper Portion,45000,DHA Defence,Islamabad,3,For Rent,3,303.0,Cheap Affordable Properties
Flat,2800000,University Road,Karachi,2,For Sale,2,86.0,Medium Affordable Properties
Lower Portion,35000,G-11,Islamabad,2,For Rent,2,142.0,Cheap Affordable Properties
Flat,40000,DHA Defence,Karachi,2,For Rent,2,134.0,Medium Affordable Properties
Flat,4500000,Gulistan-e-Jauhar,Karachi,2,For Sale,2,81.0,Medium Affordable Properties
House,5600000,Bahria Town Rawalpindi,Rawalpindi,2,For Sale,2,126.0,Large Luxury Properties
House,6700000,Ghauri Town,Islamabad,3,For Sale,2,126.0,Large Luxury Properties
Upper Portion,30000,Korangi,Karachi,3,For Rent,3,121.0,Cheap Affordable Properties
House,15500000,DHA Defence,Lahore,4,For Sale,3,126.0,Large Luxury Properties
House,23000000,Bahria Town,Lahore,5,For Sale,5,253.0,Large Luxury Properties
House,40000,Bahria Town Rawalpindi,Rawalpindi,3,For Rent,3,202.0,Large Luxury Properties
House,33000000,E-11,Islamabad,5,For Sale,5,202.0,Large Luxury Properties
Flat,11100000,Bahria Town Karachi,Karachi,3,For Sale,3,253.0,Medium Affordable Properties
Upper Portion,55000,G-11,Islamabad,3,For Rent,3,202.0,Cheap Affordable Properties
Flat,17000,DHA Defence,Islamabad,2,For Rent,2,91.0,Medium Affordable Properties
House,27500000,Bahria Town Rawalpindi,Rawalpindi,5,For Sale,5,278.0,Large Luxury Properties
Flat,45000,G-10,Islamabad,2,For Rent,2,124.0,Medium Affordable Properties
Lower Portion,6000000,Gulshan-e-Iqbal Town,Karachi,2,For Sale,2,121.0,Cheap Affordable Properties
House,4600000,Adiala Road,Rawalpindi,2,For Sale,2,126.0,Large Luxury Properties
Flat,22500000,DHA Defence,Karachi,4,For Sale,3,192.0,Medium Affordable Properties
House,24000000,Bahria Town,Lahore,6,For Sale,5,303.0,Large Luxury Properties
House,11500000,Gadap Town,Karachi,4,For Sale,4,167.0,Large Luxury Properties
House,23000000,Bahria Town Rawalpindi,Rawalpindi,6,For Sale,5,253.0,Large Luxury Properties
House,7600000,Daroghewala,Lahore,3,For Sale,3,126.0,Large Luxury Properties
House,7700000,Lahore Garden Housing Scheme,Lahore,4,For Sale,4,126.0,Large Luxury Properties
House,32500000,Gulberg,Lahore,4,For Sale,4,354.0,Large Luxury Properties
Lower Portion,35000,Margalla Town,Islamabad,3,For Rent,3,202.0,Cheap Affordable Properties
Lower Portion,18000,Ghauri Town,Islamabad,2,For Rent,2,126.0,Cheap Affordable Properties
House,5800000,Defence Road,Rawalpindi,3,For Sale,2,126.0,Large Luxury Properties
House,10500000,CBR Town,Islamabad,3,For Sale,2,177.0,Large Luxury Properties
House,27500000,Gadap Town,Karachi,5,For Sale,4,243.0,Large Luxury Properties
House,29000000,G-11,Islamabad,4,For Sale,4,152.0,Large Luxury Properties
House,2700000,Zubair Colony,Faisalabad,3,For Sale,3,63.0,Large Luxury Properties
House,3100000,Arsalan Town,Islamabad,2,For Sale,3,76.0,Large Luxury Properties
House,9500000,Lahore Medical Housing Society,Lahore,3,For Sale,3,126.0,Large Luxury Properties
Flat,6800000,DHA Defence,Karachi,2,For Sale,2,56.0,Medium Affordable Properties
Flat,15000000,Askari,Lahore,4,For Sale,3,253.0,Medium Affordable Properties
House,9850000,Sadiqabad,Rawalpindi,5,For Sale,6,152.0,Large Luxury Properties
House,12500000,Gulshan Abad,Rawalpindi,7,For Sale,6,253.0,Large Luxury Properties
Flat,1400000,Korangi,Karachi,1,For Sale,2,51.0,Medium Affordable Properties
House,10000000,Samanabad,Lahore,4,For Sale,4,101.0,Large Luxury Properties
House,6200000,Adiala Road,Rawalpindi,2,For Sale,2,139.0,Large Luxury Properties
House,11500000,State Life Housing Society,Lahore,4,For Sale,3,126.0,Large Luxury Properties
Flat,12900000,Bahria Town Karachi,Karachi,3,For Sale,3,253.0,Medium Affordable Properties
House,78000,E-11,Islamabad,3,For Rent,3,354.0,Large Luxury Properties
House,8500000,Township,Lahore,3,For Sale,3,126.0,Large Luxury Properties
House,14000000,Jubilee Town,Lahore,6,For Sale,5,253.0,Large Luxury Properties
Flat,27000000,DHA Defence,Karachi,3,For Sale,3,157.0,Medium Affordable Properties
House,35000000,Scheme 33,Karachi,6,For Sale,6,243.0,Large Luxury Properties
House,125000,E-11,Islamabad,6,For Rent,4,253.0,Large Luxury Properties
Flat,4500000,Mehmoodabad,Karachi,3,For Sale,3,91.0,Medium Affordable Properties
House,24000000,DHA Defence,Lahore,5,For Sale,4,177.0,Large Luxury Properties
Upper Portion,30000,G-13,Islamabad,3,For Rent,3,253.0,Cheap Affordable Properties
Flat,35000,DHA Defence,Karachi,2,For Rent,2,101.0,Medium Affordable Properties
Flat,3050000,Scheme 33,Karachi,2,For Sale,2,73.0,Medium Affordable Properties
Flat,6200000,Bahria Town Karachi,Karachi,2,For Sale,2,106.0,Medium Affordable Properties
Flat,20000000,DHA Defence,Islamabad,3,For Sale,3,298.0,Medium Affordable Properties
House,26000000,Korangi,Karachi,2,For Sale,2,121.0,Large Luxury Properties
House,25500000,DHA Defence,Lahore,5,For Sale,4,253.0,Large Luxury Properties
Flat,35000,Gulistan-e-Jauhar,Karachi,3,For Rent,3,172.0,Medium Affordable Properties
Flat,7500000,DHA Defence,Karachi,2,For Sale,2,101.0,Medium Affordable Properties
House,3800000,Dhamyal Road,Rawalpindi,3,For Sale,3,152.0,Large Luxury Properties
Lower Portion,30000,G-11,Islamabad,2,For Rent,2,126.0,Cheap Affordable Properties
House,8000000,Gadap Town,Karachi,3,For Sale,2,121.0,Large Luxury Properties
House,2450000,Aashiana Road,Lahore,1,For Sale,2,51.0,Large Luxury Properties
House,3200000,Peer Meher Ali Shah Town,Rawalpindi,3,For Sale,3,111.0,Large Luxury Properties
House,11500000,Canal Road,Faisalabad,4,For Sale,4,177.0,Large Luxury Properties
House,14500000,Federal B Area,Karachi,3,For Sale,3,121.0,Large Luxury Properties
House,60000,Khayaban Colony 2,Faisalabad,5,For Rent,5,253.0,Large Luxury Properties
Flat,6000000,Bahria Town Rawalpindi,Rawalpindi,2,For Sale,2,91.0,Medium Affordable Properties
House,27500000,Bahria Town Rawalpindi,Rawalpindi,6,For Sale,6,253.0,Large Luxury Properties
House,9500000,Bahria Town,Lahore,4,For Sale,3,126.0,Large Luxury Properties
House,17000000,Bahria Town,Lahore,7,For Sale,5,253.0,Large Luxury Properties
House,24000000,Federal B Area,Karachi,6,For Sale,6,121.0,Large Luxury Properties
House,6000000,Ali View Garden,Lahore,4,For Sale,3,76.0,Large Luxury Properties
Lower Portion,25000,PWD Housing Scheme,Islamabad,2,For Rent,2,253.0,Cheap Affordable Properties
House,17000000,DHA Defence,Lahore,3,For Sale,3,126.0,Large Luxury Properties
Upper Portion,26000,Scheme 33,Karachi,2,For Rent,2,121.0,Cheap Affordable Properties
House,14500000,Al Hamad Colony,Lahore,4,For Sale,6,253.0,Large Luxury Properties
Flat,13200000,G-15,Islamabad,3,For Sale,3,215.0,Medium Affordable Properties
Flat,22000,DHA Defence,Karachi,2,For Rent,2,56.0,Medium Affordable Properties
House,6500000,Nisar Colony,Faisalabad,3,For Sale,2,76.0,Large Luxury Properties
Flat,6250000,Bahria Town Karachi,Karachi,2,For Sale,2,106.0,Medium Affordable Properties
Flat,10000000,North Nazimabad,Karachi,3,For Sale,3,212.0,Medium Affordable Properties
House,9000000,Allama Iqbal Town,Lahore,3,For Sale,3,126.0,Large Luxury Properties
Flat,6250000,Bahria Town Karachi,Karachi,2,For Sale,2,106.0,Medium Affordable Properties
Flat,14500000,DHA Defence,Karachi,3,For Sale,3,147.0,Medium Affordable Properties
House,25700000,Scheme 33,Karachi,6,For Sale,6,243.0,Large Luxury Properties
House,10000000,Park View Villas,Lahore,4,For Sale,4,126.0,Large Luxury Properties
Upper Portion,23000,Korang Town,Islamabad,2,For Rent,2,202.0,Cheap Affordable Properties
Lower Portion,16000,Bani Gala,Islamabad,3,For Rent,2,126.0,Cheap Affordable Properties
House,15200000,Bahria Town Karachi,Karachi,3,For Sale,3,202.0,Large Luxury Properties
Flat,11000000,D-12,Islamabad,2,For Sale,2,124.0,Medium Affordable Properties
House,48000,G-13,Islamabad,5,For Rent,4,101.0,Large Luxury Properties
House,6000000,Super Highway,Karachi,3,For Sale,5,162.0,Large Luxury Properties
Lower Portion,40000,G-11,Islamabad,2,For Rent,2,126.0,Cheap Affordable Properties
House,23500000,Johar Town,Lahore,5,For Sale,5,202.0,Large Luxury Properties
House,80000,Tarlai,Islamabad,6,For Rent,5,405.0,Large Luxury Properties
Upper Portion,55000,G-9,Islamabad,3,For Rent,3,228.0,Cheap Affordable Properties
Flat,3100000,DHA Defence,Islamabad,2,For Sale,2,78.0,Medium Affordable Properties
Flat,11500000,Gulshan-e-Iqbal Town,Karachi,3,For Sale,3,169.0,Medium Affordable Properties
House,14400000,Bahria Town Karachi,Karachi,3,For Sale,3,202.0,Large Luxury Properties
House,25500000,Johar Town,Lahore,5,For Sale,5,253.0,Large Luxury Properties
House,8500000,Gulzar-e-Quaid Housing Society,Rawalpindi,2,For Sale,2,177.0,Large Luxury Properties
Flat,4800000,Bahria Town Karachi,Karachi,2,For Sale,2,106.0,Medium Affordable Properties
Upper Portion,30000,Gulistan-e-Jauhar,Karachi,1,For Rent,2,405.0,Cheap Affordable Properties
House,3600000,Afzal Park,Lahore,1,For Sale,1,76.0,Large Luxury Properties
Flat,76000,F-11,Islamabad,3,For Rent,3,303.0,Medium Affordable Properties
House,5600000,Rizwan Garden Scheme,Lahore,3,For Sale,3,76.0,Large Luxury Properties
House,5600000,Rizwan Garden Scheme,Lahore,3,For Sale,3,76.0,Large Luxury Properties
House,10500000,Ghauri Town,Islamabad,5,For Sale,4,126.0,Large Luxury Properties
Flat,30000000,Cantt,Karachi,3,For Sale,3,288.0,Medium Affordable Properties
House,16000000,Scheme 33,Karachi,4,For Sale,4,121.0,Large Luxury Properties
Lower Portion,43000,G-9,Islamabad,2,For Rent,2,142.0,Cheap Affordable Properties
Flat,13500000,Askari,Lahore,4,For Sale,3,253.0,Medium Affordable Properties
House,15900000,DHA Defence,Lahore,4,For Sale,3,126.0,Large Luxury Properties
Lower Portion,35000,G-11,Islamabad,2,For Rent,2,126.0,Cheap Affordable Properties
Lower Portion,70000,I-8,Islamabad,3,For Rent,3,359.0,Cheap Affordable Properties
House,65000,DHA Defence,Islamabad,5,For Rent,4,430.0,Large Luxury Properties
House,28000000,DHA Defence,Lahore,5,For Sale,4,253.0,Large Luxury Properties
House,5000000,Cantt,Lahore,3,For Sale,3,51.0,Large Luxury Properties
House,22000000,Bahria Town Rawalpindi,Rawalpindi,6,For Sale,4,253.0,Large Luxury Properties
House,5000000,Sabzazar Scheme,Lahore,2,For Sale,3,76.0,Large Luxury Properties
House,11000000,Lahore Medical Housing Society,Lahore,4,For Sale,3,126.0,Large Luxury Properties
House,22500000,Bahria Town Rawalpindi,Rawalpindi,4,For Sale,4,253.0,Large Luxury Properties
House,13000000,Bahria Town,Lahore,5,For Sale,5,253.0,Large Luxury Properties
Flat,35000,E-11,Islamabad,1,For Rent,1,56.0,Medium Affordable Properties
House,12000000,Bahria Town,Lahore,5,For Sale,3,126.0,Large Luxury Properties
Flat,35000000,Cantt,Karachi,3,For Sale,3,243.0,Medium Affordable Properties
House,3600000,Tajpura,Lahore,3,For Sale,3,51.0,Large Luxury Properties
House,15500000,Bahria Town Karachi,Karachi,3,For Sale,3,202.0,Large Luxury Properties
House,45000,Madina Town,Faisalabad,3,For Rent,4,169.0,Large Luxury Properties
House,6700000,College Road,Lahore,3,For Sale,3,76.0,Large Luxury Properties
House,14900000,DHA Defence,Lahore,4,For Sale,3,126.0,Large Luxury Properties
Flat,5800000,ASF Housing Scheme,Karachi,2,For Sale,4,106.0,Medium Affordable Properties
House,17000000,Johar Town,Lahore,5,For Sale,5,190.0,Large Luxury Properties
House,26500000,North Karachi,Karachi,6,For Sale,6,243.0,Large Luxury Properties
House,12000000,Paragon City,Lahore,4,For Sale,3,126.0,Large Luxury Properties
House,25500000,Bahria Town,Islamabad,6,For Sale,5,253.0,Large Luxury Properties
House,30000,Bahria Town Rawalpindi,Rawalpindi,4,For Rent,4,142.0,Large Luxury Properties
Flat,3000000,New Karachi,Karachi,2,For Sale,2,73.0,Medium Affordable Properties
House,9000000,Gadap Town,Karachi,3,For Sale,3,202.0,Large Luxury Properties
House,7000000,Bhara kahu,Islamabad,4,For Sale,4,152.0,Large Luxury Properties
House,30000,Chaklala Scheme,Rawalpindi,2,For Rent,2,253.0,Large Luxury Properties
House,2400000,Gadap Town,Karachi,2,For Sale,3,86.0,Large Luxury Properties
House,4200000,Baghbanpura,Lahore,2,For Sale,2,51.0,Large Luxury Properties
House,16500000,G-13,Islamabad,4,For Sale,4,101.0,Large Luxury Properties
Flat,1900000,Khayaban-e-Amin,Lahore,1,For Sale,2,126.0,Medium Affordable Properties
House,11500000,Morgah,Rawalpindi,6,For Sale,4,152.0,Large Luxury Properties
Flat,1600000,North Karachi,Karachi,1,For Sale,1,56.0,Medium Affordable Properties
House,25800000,G-13,Islamabad,6,For Sale,5,202.0,Large Luxury Properties
Flat,18000,G-15,Islamabad,2,For Rent,2,91.0,Medium Affordable Properties
House,10500000,Bahria Town,Lahore,5,For Sale,3,126.0,Large Luxury Properties
House,25000000,Sultan Colony,Lahore,5,For Sale,5,253.0,Large Luxury Properties
Flat,14000000,Jamshed Town,Karachi,3,For Sale,3,157.0,Medium Affordable Properties
House,45000,Satellite Town,Rawalpindi,5,For Rent,4,101.0,Large Luxury Properties
Flat,7500000,Jamshed Town,Karachi,3,For Sale,3,121.0,Medium Affordable Properties
House,5500000,Dubai Town,Lahore,4,For Sale,3,126.0,Large Luxury Properties
Flat,75000,G-11,Islamabad,3,For Rent,3,192.0,Medium Affordable Properties
House,17500000,Faisal Town,Faisalabad,6,For Sale,6,253.0,Large Luxury Properties
House,90000,G-10,Islamabad,4,For Rent,3,253.0,Large Luxury Properties
House,17000000,Bahria Town,Lahore,5,For Sale,5,253.0,Large Luxury Properties
Flat,20000,DHA Defence,Karachi,2,For Rent,2,56.0,Medium Affordable Properties
Lower Portion,43000,G-11,Islamabad,2,For Rent,2,177.0,Cheap Affordable Properties
House,21100000,Defence Road,Lahore,4,For Sale,4,253.0,Large Luxury Properties
Upper Portion,8500000,Gulshan-e-Iqbal Town,Karachi,2,For Sale,2,152.0,Cheap Affordable Properties
House,20000000,Shah Jamal,Lahore,4,For Sale,4,253.0,Large Luxury Properties
House,16000000,E-16,Islamabad,5,For Sale,4,253.0,Large Luxury Properties
House,6000000,Samarzar Housing Society,Rawalpindi,4,For Sale,3,253.0,Large Luxury Properties
House,62000,G-15,Islamabad,4,For Rent,4,177.0,Large Luxury Properties
Flat,3500000,Bahria Town Rawalpindi,Rawalpindi,2,For Sale,2,101.0,Medium Affordable Properties
House,45000,Bahria Town Rawalpindi,Rawalpindi,5,For Rent,5,185.0,Large Luxury Properties
Flat,5000000,Gulistan-e-Jauhar,Karachi,3,For Sale,3,147.0,Medium Affordable Properties
Flat,16000000,Jinnah Avenue,Karachi,4,For Sale,3,192.0,Medium Affordable Properties
House,8000000,PCSIR Housing Scheme,Lahore,5,For Sale,4,63.0,Large Luxury Properties
Flat,15000000,F-11,Islamabad,1,For Sale,2,202.0,Medium Affordable Properties
Flat,2700000,Federal B Area,Karachi,1,For Sale,2,61.0,Medium Affordable Properties
House,35000000,DHA Defence,Lahore,5,For Sale,4,278.0,Large Luxury Properties
House,20000000,Bahria Town,Lahore,6,For Sale,5,253.0,Large Luxury Properties
Flat,15000000,Gulistan-e-Jauhar,Karachi,6,For Sale,4,303.0,Medium Affordable Properties
Flat,7000000,Malir Link To Super Highway,Karachi,3,For Sale,3,147.0,Medium Affordable Properties
Flat,18500000,Gulshan-e-Iqbal Town,Karachi,4,For Sale,3,235.0,Medium Affordable Properties
House,22500000,State Life Housing Society,Lahore,4,For Sale,4,253.0,Large Luxury Properties
House,22500000,Race Course,Rawalpindi,4,For Sale,4,286.0,Large Luxury Properties
Flat,12000000,DHA Defence,Karachi,3,For Sale,3,169.0,Medium Affordable Properties
House,19000000,G-13,Islamabad,4,For Sale,4,202.0,Large Luxury Properties
Flat,19000000,Clifton,Karachi,2,For Sale,2,142.0,Medium Affordable Properties
House,25000,Malir,Karachi,2,For Rent,3,121.0,Large Luxury Properties
Flat,4200000,Garden West,Karachi,2,For Sale,2,94.0,Medium Affordable Properties
Lower Portion,27000,I-10,Islamabad,2,For Rent,2,126.0,Cheap Affordable Properties
House,25000000,G-13,Islamabad,6,For Sale,6,202.0,Large Luxury Properties
Upper Portion,27000,FECHS,Islamabad,3,For Rent,3,303.0,Cheap Affordable Properties
Flat,10600000,Bahria Town Karachi,Karachi,3,For Sale,3,253.0,Medium Affordable Properties
Lower Portion,28000,I-10,Islamabad,2,For Rent,1,169.0,Cheap Affordable Properties
House,9600000,Canal Garden,Lahore,3,For Sale,3,126.0,Large Luxury Properties
Flat,34000,Gulistan-e-Jauhar,Karachi,2,For Rent,2,152.0,Medium Affordable Properties
House,3000000,Liaquatabad,Karachi,3,For Sale,6,46.0,Large Luxury Properties
Flat,3700000,Gadap Town,Karachi,2,For Sale,2,76.0,Medium Affordable Properties
Flat,30000000,Khalid Bin Walid Road,Karachi,4,For Sale,4,276.0,Medium Affordable Properties
House,3900000,Dhamyal Road,Rawalpindi,2,For Sale,3,76.0,Large Luxury Properties
Flat,75000,DHA Defence,Karachi,3,For Rent,3,225.0,Medium Affordable Properties
House,21000000,DHA Defence,Lahore,5,For Sale,4,253.0,Large Luxury Properties
Flat,5500000,North Nazimabad,Karachi,2,For Sale,4,101.0,Medium Affordable Properties
House,10000000,Bahria Town Karachi,Karachi,3,For Sale,3,202.0,Large Luxury Properties
Flat,150000,Civil Lines,Karachi,4,For Rent,4,293.0,Medium Affordable Properties
Flat,546000,Gadap Town,Karachi,2,For Sale,2,71.0,Medium Affordable Properties
House,9500000,Gulshan-e-Ravi,Lahore,4,For Sale,4,101.0,Large Luxury Properties
House,8500000,Chaklala Scheme,Rawalpindi,4,For Sale,4,126.0,Large Luxury Properties
House,5000000,Ferozepur Road,Lahore,3,For Sale,3,76.0,Large Luxury Properties
House,14500000,Military Accounts Housing Society,Lahore,5,For Sale,5,202.0,Large Luxury Properties
House,8000000,Sant Nagar,Lahore,3,For Sale,2,56.0,Large Luxury Properties
